Hole Depth (ft),True Vertical Depth (ft),Hydrostatic Pressure (psi),Confined Pressure (psi),Mechanical Specific Energy (psi),Unconfined Compressive Strength (psi),Confined Compressive Strength (psi),Young modulus (GPa),Bulk Density (g/cc),Porosity (fraction),Permeability (nD),Compressional wave (microsec/ft),Shear wave (microsec/ft),NPHI,Gamma
7541,7540.47,545.9524202,1072.648179,163776.5609,90077.10849,134629.8785,6193.312582,2.554501616,0.003524605,0.494690855,25.65733844,33.62037839,0.2513,49.8585
7542,7541.5,546.0269952,1062.735489,170103.0044,93556.65239,139322.0925,6397.715872,2.554663403,0.003420895,0.458670948,24.90682169,32.51401019,0.2465,47.119
7543,7542.66,546.1109827,971.6244513,146931.7625,80812.46936,120519.3097,5439.566668,2.552761683,0.004639947,0.992150685,27.80654215,36.83539315,0.281,54.3329
7544,7543.46,546.1689051,865.6714059,206478.524,113563.1882,158160.9632,6981.503703,2.554170078,0.00373713,0.573718821,21.06935147,26.98481848,0.285,47.3473
7545,7544.54,546.2471003,1059.86644,159427.6952,87685.23233,137599.5052,6315.325098,2.55312785,0.004405224,0.869980528,26.19026058,34.41107383,0.2658,42.4162
7546,7545.56,546.3209513,1080.514657,169574.7212,93266.09665,148013.1789,6818.567146,2.553392312,0.004235697,0.787713532,24.96841573,32.60449454,0.2455,40.704
7547,7546.48,546.387562,1058.997178,165332.52,90932.886,142616.2716,6544.542425,2.55328498,0.0043045,0.820506132,25.47009778,33.34357666,0.2575,46.4798
7548,7547.47,546.459241,1066.336867,148496.8289,81673.25589,128607.6583,5909.554832,2.552810295,0.004608785,0.975370608,27.59673372,36.51844233,0.2525,47.119
7549,7548.47,546.5316439,928.1571317,179004.6674,98452.56705,142879.2831,6392.174677,2.553615874,0.004092389,0.721988491,23.89676785,31.03813617,0.2879,42.7815
7550,7549.49,546.605495,1000.801109,217705.5356,119738.0446,181649.766,8245.50567,2.554363128,0.00361338,0.526841477,20.02089626,25.51031245,0.3,41.9596
7551,7550.51,546.679346,1058.819091,208075.1013,114441.3057,179439.507,8234.063443,2.554198568,0.003718867,0.566648303,20.91682333,26.76936341,0.2469,44.0371
7552,7551.51,546.751749,1003.386695,194773.1878,107125.2533,162747.9031,7391.178205,2.55394962,0.003878449,0.630236187,22.22500821,28.6278266,0.2679,47.5527
7553,7552.47,546.8212558,1012.533715,171598.5005,94379.17526,144143.8402,6557.728412,2.553441982,0.004203858,0.772811293,24.73348927,32.25967719,0.2334,41.7313
7554,7553.44,546.8914867,1057.72159,228721.8503,125797.0177,197101.9048,9042.743601,2.554537348,0.0035017,0.486593699,19.04340632,24.14918593,0.2695,44.5393
7555,7554.66,546.9798183,1049.632162,186164.74,102390.607,159700.3169,7315.988244,2.55377315,0.003991571,0.677811003,23.1201322,29.9134133,0.251,46.3656
7556,7555.53,547.0428089,966.2580023,259304.1539,142617.2847,211879.2245,9552.845993,2.554956403,0.003233075,0.39757918,16.55835534,20.74653357,0.2289,41.6629
7557,7556.51,547.1137638,1033.840468,163381.238,89859.68093,138905.1193,6344.793199,2.553234084,0.004337126,0.836339628,25.70519412,33.69120823,0.303,47.6669
7558,7557.65,547.1963032,957.693884,211354.2566,116244.8412,171778.8879,7731.602569,2.554255977,0.003682066,0.552561856,20.60718791,26.33297796,0.3149,44.0371
7559,7558.53,547.2600178,865.8527678,268271.2954,147549.2125,205364.6881,9065.525081,2.555064286,0.003163919,0.376403619,15.88514637,19.83871987,0.2585,47.4158
7560,7559.56,547.3345929,965.2001559,182540.7608,100397.4184,149032.5276,6717.904799,2.553694808,0.00404179,0.699605652,23.50940914,30.4760755,0.178,40.5899
7561,7560.52,547.4040997,968.0688962,172504.0154,94877.20848,141078.7775,6363.011447,2.553463897,0.00418981,0.766290891,24.62927015,32.10696776,0.1254,27.9883
7562,7561.52,547.4765027,950.8660302,183605.5448,100983.0496,143805.5326,6463.63536,2.554975146,0.00322106,0.393849791,23.3942372,30.30937833,0.1759,33.1248
7563,7562.54,547.5503537,1023.989876,299418.8201,164680.3511,241553.1212,11013.13767,2.556582115,0.002190952,0.14848318,13.71000648,16.94526681,0.2585,47.4386
7564,7563.52,547.6213086,1079.755578,368558.374,202707.1057,303563.5096,13982.45782,2.55709826,0.00186009,0.098107972,9.59603065,11.63309421,0.231,40.9552
7565,7564.49,547.6915395,976.8440115,246370.5054,135503.7779,195054.7103,8812.766216,2.556014402,0.002554871,0.219081723,17.57152742,22.12393487,0.2163,41.2063
7566,7565.51,547.7653905,1022.115485,202568.3671,111412.6019,163288.2688,7442.179629,2.555349636,0.002981003,0.3237328,21.44794478,27.52100507,0.2306,37.1884
7567,7566.55,547.8406896,1056.211467,198420.6002,109131.3301,162016.7431,7431.043208,2.555273202,0.003029999,0.337371584,21.85761654,28.10346735,0.2886,43.6718
7568,7567.52,547.9109205,1108.667351,228057.8723,125431.8298,189755.4923,8784.934895,2.555764293,0.002715197,0.255572702,19.10097493,24.22898898,0.2308,41.115
7569,7568.47,547.9797033,1001.595476,201679.2156,110923.5686,161256.6074,7320.931377,2.555333488,0.002991354,0.326585935,21.53505471,27.6446589,0.1265,27.235
7570,7569.46,548.0513823,1048.034457,189026.4255,103964.534,161913.4079,7415.195688,2.553833271,0.003953031,0.661367471,22.81805611,29.47829062,0.1859,34.175
7571,7570.62,548.1353697,1013.617892,226179.6833,124398.8258,181693.8344,8267.744443,2.555736601,0.002732948,0.259823396,19.26473098,24.45623687,0.2433,44.6078
7572,7571.47,548.1969122,1030.864728,419659.7158,230812.8437,339366.7166,15492.70887,2.557380476,0.001679182,0.075722193,7.024841077,8.415253783,0.2732,43.1924
7573,7572.63,548.2808997,1055.901882,247100.019,135905.0104,201708.9743,9251.04065,2.556023677,0.002548925,0.217793478,17.51297954,22.04397172,0.3144,44.5165
7574,7573.49,548.3431662,995.3507484,228690.2408,125779.6325,182372.5743,8269.613351,2.555773525,0.002709279,0.254165004,19.04614315,24.15297878,0.2899,47.119
7575,7574.5,548.4162932,1009.050144,186503.652,102577.0086,156202.4705,7101.612376,2.553780349,0.003986956,0.675829165,23.08411557,29.86146484,0.2629,47.9865
7576,7575.51,548.4894202,1010.552879,195660.2923,107613.1608,164007.9269,7458.618273,2.553967081,0.003867256,0.625642357,22.13502384,28.49922019,0.2523,44.5621
7577,7576.49,548.5603751,1043.104939,208777.2769,114827.5023,169594.9762,7759.941127,2.555458963,0.002910921,0.304812982,20.85011156,26.67523068,0.2428,43.6946
7578,7577.48,548.6320541,1062.531317,215561.4552,118558.8004,176372.4861,8098.782308,2.555571962,0.002838486,0.285977459,20.21688342,25.78478906,0.2649,43.7175
7579,7578.5,548.7059051,1098.035465,216074.3496,118840.8923,190141.3025,8786.474374,2.5543361,0.003630705,0.533259166,20.16982371,25.71883464,0.3016,46.5711
7580,7579.62,548.7869964,846.085578,141995.0668,78097.28675,105868.0919,4652.651763,2.553847182,0.003944114,0.657597527,28.48329387,37.86237169,0.2676,44.8361
7581,7580.39,548.8427467,584.7429151,167243.292,91983.81058,101642.5918,4160.146774,2.554591627,0.003466906,0.474447868,25.24255577,33.00789796,0.2872,48.3746
7582,7581.48,548.921666,838.0924734,154449.9957,84947.49765,114674.9002,5030.485117,2.554241617,0.003691271,0.556065192,26.81838148,35.34849795,0.2708,46.3656
7583,7582.51,548.996241,935.5803708,162792.4213,89535.83173,126583.1631,5671.809476,2.55447544,0.003541384,0.500674006,25.77668824,33.79708831,0.243,49.0594
7584,7583.47,549.0657479,934.0703103,152835.0343,84059.26884,122253.4027,5476.102018,2.552940769,0.004525148,0.931186326,27.02652524,35.6604548,0.3196,48.1691
7585,7584.42,549.1345307,954.8134312,146533.4642,80593.40528,118741.68,5341.349128,2.552749176,0.004647964,0.996495885,27.86029367,36.91670284,0.2965,44.5621
7586,7585.52,549.214174,940.0571374,143649.6911,79007.33009,115331.0171,5172.388062,2.552656934,0.004707093,1.028898227,28.25388162,37.51344108,0.3444,51.1825
7587,7586.51,549.2858529,878.255761,160781.8349,88430.0092,123959.791,5487.034756,2.553164717,0.004381591,0.858214804,26.02277769,34.16212155,0.281,47.5299
7588,7587.47,549.3553598,838.3862056,181681.8456,99925.01509,136208.5277,5975.511777,2.553675866,0.004053932,0.704937995,23.60280397,30.61139354,0.2948,47.6897
7589,7588.54,549.4328309,896.287841,156867.4734,86277.11035,122407.1175,5439.556978,2.553056727,0.004450816,0.89295294,26.51083815,34.88876783,0.236,44.2654
7590,7589.5,549.5023378,945.9837571,148045.0551,81424.78028,119281.5539,5356.041762,2.552796349,0.004617725,0.980166853,27.65706937,36.60952012,0.2388,53.26
7591,7590.46,549.5718446,965.2779991,168736.1349,92804.87419,137580.1774,6201.766185,2.553371445,0.004249074,0.794025517,25.06658404,32.74882382,0.269,49.5845
7592,7591.47,549.6449716,975.0284758,168270.4915,92548.77035,138011.3274,6233.255583,2.553359785,0.004256548,0.797565872,25.12130502,32.82933763,0.306,49.6986
7593,7592.54,549.7224428,924.9296883,129791.0817,71385.09493,103173.1806,4612.695946,2.552167517,0.005020823,1.211447679,30.26282303,40.59703364,0.3029,55.9766
7594,7593.55,549.7955698,901.8491562,146566.007,80611.30383,114763.6661,5105.974866,2.5527502,0.004647308,0.996139706,27.85589644,36.91004951,0.3345,49.1279
7595,7594.54,549.8672487,908.6989788,138935.3858,76414.4622,109275.1719,4868.875483,2.552499431,0.004808057,1.085682672,28.91464717,38.52066999,0.3104,53.0545
7596,7595.51,549.9374796,897.1723856,132913.3673,73102.35199,103741.4216,4610.962207,2.552285043,0.004945485,1.16596172,29.79210128,39.86878931,0.3587,51.8217
7597,7596.5,550.0091586,898.1838072,141411.0417,77776.07291,110442.9878,4909.889957,2.552583213,0.004754351,1.055247172,28.56490729,37.98670114,0.3443,48.1463
7598,7597.48,550.0801135,874.6112372,130683.2685,71875.7977,100449.1956,4442.787201,2.552201568,0.004998995,1.198160423,30.12716947,40.38680432,0.2977,51.114
7599,7598.46,550.1510684,893.5370285,139507.5355,76729.14455,108609.198,4823.545221,2.55251901,0.004795506,1.07852335,28.83326809,38.39625299,0.2713,48.9453
7600,7599.48,550.2249194,917.924221,147118.9015,80915.39585,116382.2998,5195.639383,2.55276754,0.004636192,0.990119704,27.78133748,36.79728148,0.2516,46.6396
7601,7600.52,550.3002185,946.3217638,145732.8863,80153.08745,117384.8084,5271.235792,2.552723868,0.004664187,1.005323608,27.96877736,37.08094137,0.2251,45.5209
7602,7601.52,550.3726215,990.8519915,165894.7549,91242.11521,137301.8979,6220.471472,2.553299463,0.004295216,0.81603396,25.40287279,33.24432379,0.249,43.1467
7603,7602.52,550.4450244,972.3294869,182684.7369,100476.6053,149515.767,6749.247192,2.553697969,0.004039764,0.698718214,23.4937968,30.45346735,0.2877,48.991
7604,7603.46,550.5130832,944.5551706,166081.9888,91345.09382,133609.6478,5997.66318,2.553304268,0.004292136,0.814553416,25.38053628,33.21136039,0.3456,49.9726
7605,7604.48,550.5869343,899.071498,148057.962,81431.87908,115658.0828,5142.712282,2.552796748,0.004617469,0.980029297,27.65534306,36.60691345,0.3481,49.0366
7606,7605.46,550.6578892,947.4192318,146625.7892,80644.18405,118158.7345,5307.174017,2.55275208,0.004646103,0.99548593,27.84782114,36.89783174,0.3524,46.32
7607,7606.49,550.7324642,911.4836687,140101.0711,77055.5891,110330.5366,4918.79629,2.552539182,0.004782575,1.071176963,28.74919917,38.26783241,0.3011,50.315
7608,7607.47,550.8034191,921.5118967,147480.9509,81114.52301,116896.0434,5222.496574,2.552778837,0.004628951,0.98620954,27.73266605,36.72371369,0.3142,45.1557
7609,7608.46,550.8750981,910.8465161,141779.4014,77978.67078,111595.2998,4974.512411,2.552595474,0.004746491,1.050836857,28.51339244,37.90821162,0.3116,45.8406
7610,7609.51,550.9511212,898.2060217,133142.1439,73228.17915,103921.3681,4619.984684,2.552293477,0.004940079,1.162738028,29.75804649,39.81624061,0.3117,49.7443
7611,7610.52,551.0242482,882.9833377,139989.5268,76994.23972,108148.9062,4792.124079,2.552535402,0.004784999,1.072551383,28.7649712,38.29191676,0.2932,50.1324
7612,7611.53,551.0973752,930.3535119,155954.144,85774.77922,120876.1427,5410.254159,2.554285426,0.003663188,0.545418834,26.62646814,35.06144902,0.3099,50.7031
7613,7612.53,551.1697782,927.5467033,160138.4939,88076.17166,123961.1883,5545.108817,2.554403419,0.003587552,0.517361185,26.10217087,34.28008179,0.279,48.0778
7614,7613.49,551.239285,976.7027673,157769.1379,86773.02584,124718.3739,5634.743503,2.554337294,0.00362994,0.532974802,26.39734346,34.71947184,0.3463,50.2465
7615,7614.53,551.3145841,950.7451958,151391.6173,83265.3895,118374.2256,5320.442744,2.554150144,0.003749908,0.578697371,27.21442941,35.94264372,0.2919,49.3106
7616,7615.58,551.3906072,925.3282004,155213.6907,85367.52989,120018.7132,5366.276013,2.554263955,0.003676952,0.550621151,26.72070969,35.20233842,0.2755,46.5254
7617,7616.52,551.458666,935.8733899,151912.629,83551.94593,118011.2446,5288.046604,2.55416596,0.00373977,0.57474522,27.14639823,35.84041434,0.3249,42.5304
7618,7617.52,551.531069,893.0875301,141997.8027,78098.7915,108185.3447,4804.25546,2.553847275,0.003944054,0.657572255,28.48291234,37.86179071,0.3166,49.8813
7619,7618.5,551.6020239,833.1249258,175522.5355,96537.39452,129802.2203,5687.564854,2.554793677,0.003337386,0.430855965,24.28576663,31.60476879,0.3166,47.7125
7620,7619.46,551.6715307,835.0439262,164879.606,90683.78328,122049.8592,5350.248673,2.554530623,0.003506011,0.48811151,25.52441802,33.42382566,0.3382,49.2421
7621,7620.42,551.7410376,910.0928991,145070.5782,79788.81803,111389.6827,4964.555241,2.553950202,0.003878076,0.630082842,28.05897597,37.21763558,0.3642,48.3289
7622,7621.37,551.8098204,913.2608332,145740.0944,80157.0519,114823.8032,5121.037571,2.552724097,0.004664041,1.005243561,27.96779796,37.07945779,0.322,46.4341
7623,7622.39,551.8836714,908.2060887,123844.5024,68114.47634,97245.61796,4332.432724,2.551930371,0.005172839,1.306457949,31.19152259,42.04422496,0.3168,45.9319
7624,7623.38,551.9553504,924.193409,151578.8812,83368.38465,120262.7441,5375.916409,2.552903618,0.004548963,0.943641109,27.18995048,35.90585149,0.287,46.32
7625,7624.41,552.0299254,934.3152325,164776.2118,90626.9165,131577.5905,5894.058385,2.55327057,0.004313737,0.824970399,25.53683951,33.44218249,0.2646,46.845
7626,7625.48,552.1073966,952.3177947,151376.6979,83257.18387,122250.3018,5496.405982,2.552897591,0.004552826,0.94567099,27.21638095,35.9455773,0.2939,49.0823
7627,7626.49,552.1805236,960.2287752,144897.9229,79693.8576,117588.5164,5295.24125,2.552697229,0.004681263,1.014666338,28.08255727,37.25339332,0.2842,49.9726
7628,7627.5,552.2536506,950.2346593,131809.1206,72495.01636,106299.7292,4777.248722,2.552243999,0.004971796,1.181727394,29.95730369,40.12396866,0.2872,47.3929
7629,7628.5,552.3260536,933.8115797,139799.6759,76889.82174,111576.3987,4997.579851,2.552528956,0.004789131,1.074897259,28.79184446,38.33296196,0.3248,51.3652
7630,7629.46,552.3955604,918.0054343,129582.2087,71270.2148,102370.5321,4570.191794,2.55215949,0.005025968,1.214592932,30.29471605,40.64650261,0.3487,48.717
7631,7630.44,552.4665154,894.8927383,129256.9701,71091.33353,100564.3651,4467.562917,2.552146948,0.005034008,1.219516871,30.34447956,40.72372286,0.353,52.4838
7632,7631.5,552.5432625,938.1376634,127035,69869.24998,101653.8716,4557.198392,2.552059864,0.00508983,1.254039869,30.68784194,41.25761599,0.321,52.0272
7633,7632.49,552.6149414,942.92805,124306.5799,68368.61894,99767.8218,4477.035418,2.551949461,0.005160602,1.298648435,31.11777671,41.92879796,0.3331,55.3831
7634,7633.48,552.6866204,935.9016728,122566.9091,67411.80001,97930.40987,4388.256281,2.551876974,0.005207068,1.328451332,31.39686295,42.36608888,0.3565,47.3244
7635,7634.47,552.7582993,917.9282936,132438.1242,72840.96834,104596.8086,4669.505274,2.552267447,0.004956765,1.172704865,29.86303183,39.97829878,0.2974,49.0594
7636,7635.39,552.8249101,918.8746634,121679.3254,66923.62899,96154.69123,4293.47666,2.551839339,0.005231193,1.344086515,31.54078322,42.59208793,0.3474,55.9766
7637,7636.46,552.9023812,910.3844809,127675.6016,70221.58091,100330.295,4471.922457,2.552085225,0.005073574,1.24392578,30.58823707,41.10254567,0.3505,50.452
7638,7637.47,552.9755082,963.6330453,130002.4764,71501.362,105670.3612,4761.787957,2.55217562,0.005015629,1.208277875,30.23059718,40.54706494,0.34,55.5657
7639,7638.47,553.0479112,942.2613209,128828.8202,70855.85109,103325.6289,4636.058761,2.552130359,0.005044642,1.226048344,30.41018038,40.82573447,0.3242,52.0957
7640,7639.47,553.1203142,945.1729464,124485.9603,68467.27818,100021.3279,4490.467516,2.551956841,0.005155871,1.295637121,31.08922209,41.88412796,0.345,52.8262
7641,7640.39,553.1869249,974.4915461,136624.4581,75143.45195,111778.9525,5047.939752,2.55241899,0.004859622,1.115398721,29.24678568,39.02953961,0.306,53.5567
7642,7641.43,553.262224,966.6390163,124613.5127,68537.43196,101459.508,4574.779115,2.551962078,0.005152514,1.293502741,31.06894273,41.85241155,0.3231,48.5115
7643,7642.42,553.3339029,956.5834687,130791.6258,71935.39422,105825.9091,4762.058242,2.552205678,0.00499636,1.196562763,30.11075727,40.36138942,0.2818,45.5666
7644,7643.36,553.4019617,973.526906,143591.2578,78975.19178,117394.487,5300.526242,2.552655034,0.004708311,1.029572382,28.26193824,37.52568116,0.308,44.9274
7645,7644.38,553.4758128,955.3857454,127539.8281,70146.90546,103108.9342,4638.677675,2.552079867,0.005077008,1.24605836,30.60930621,41.13533396,0.2955,44.6534
7646,7645.38,553.5482157,959.5370313,140521.4084,77286.7746,113891.7339,5128.056076,2.552553384,0.004773472,1.066023243,28.68987736,38.17728107,0.3339,46.5026
7647,7646.44,553.6249629,951.5359907,124500.8917,68475.49041,100401.4917,4513.363707,2.551957455,0.005155478,1.295386975,31.08684711,41.8804132,0.2843,45.4753
7648,7647.38,553.6930217,962.3910953,126267.709,69447.23993,102510.7196,4618.258834,2.552029211,0.00510948,1.266330758,30.8078085,41.4445986,0.291,48.5115
7649,7648.43,553.7690448,962.7870308,130157.9878,71586.8933,105689.9117,4761.86334,2.552181566,0.005011816,1.205954599,30.20692383,40.51036814,0.3002,47.8723
7650,7649.43,553.8414477,894.108262,138730.3771,76301.7074,107778.75,4787.252637,2.552492384,0.004812575,1.088266717,28.94388793,38.56540027,0.2928,50.0639
7651,7650.44,553.9145747,842.5555273,141848.4139,78016.62765,106315.1548,4668.538266,2.552597766,0.004745022,1.050013904,28.50375598,37.89353382,0.3003,54.3329
7652,7651.48,553.9898738,891.0275725,127421.009,70081.55497,98777.79812,4384.538067,2.552075171,0.005080019,1.247929506,30.62776279,41.16406238,0.3047,53.7165
7653,7652.42,554.0579326,934.7936641,116738.8358,64206.3597,93126.63837,4172.04757,2.551621347,0.005370932,1.436838172,32.36157207,43.88746087,0.2991,52.187
7654,7653.42,554.1303356,945.7930746,110629.9806,60846.48933,88866.58751,3990.178351,2.551329981,0.005557705,1.566704684,33.42589172,45.58377502,0.3312,51.8902
7655,7654.48,554.2070827,960.33586,121303.193,66716.75614,98324.0073,4427.817763,2.551823255,0.005241503,1.350802456,31.60208947,42.68846017,0.2945,45.8634
7656,7655.48,554.2794857,960.8881316,130958.3334,72027.08336,106181.6421,4782.199551,2.55221199,0.004992314,1.194111502,30.08553366,40.3223381,0.2926,50.0867
7657,7656.41,554.3468205,955.3869913,117096.1194,64402.86568,91621.40748,4121.876418,2.552837677,0.004591233,0.965995103,32.30105992,43.79158189,0.2934,49.0138
7658,7657.44,554.4213955,945.3043481,133194.34,73256.88701,106939.4976,4801.187981,2.552295397,0.004938848,1.162004557,29.75028499,39.80426669,0.3128,47.7582
7659,7658.5,554.4981427,946.8806845,123960.1011,68178.05561,99619.4878,4473.982086,2.551935157,0.005169771,1.304497103,31.17304768,42.01529978,0.2809,47.5527
7660,7659.45,554.5669255,956.8567541,123359.5306,67847.74185,99752.95708,4489.028542,2.551910208,0.005185764,1.314736609,31.26921885,42.16593058,0.292,47.4386
7661,7660.42,554.6371564,951.0485949,124728.047,68600.42584,100490.3778,4516.913672,2.551966774,0.005149504,1.291591049,31.05075077,41.82396545,0.2565,52.6436
7662,7661.39,554.7073873,968.9739359,138931.5576,76412.35669,113178.9331,5105.57635,2.5524993,0.004808141,1.085730834,28.91519279,38.52150452,0.2783,54.584
7663,7662.42,554.7819623,989.2029915,128383.1978,70610.75879,105871.6998,4794.985825,2.552112997,0.005055771,1.2329068,30.4787947,40.93234367,0.3074,56.8441
7664,7663.46,554.8572614,977.1016253,130666.0415,71866.32281,106965.1905,4833.039357,2.552200914,0.004999414,1.198414743,30.12978,40.39084722,0.3021,42.713
7665,7664.38,554.9238721,982.5767548,126426.1549,69534.38517,103834.0471,4696.615818,2.552035566,0.005105406,1.263776729,30.78297574,41.40587466,0.3185,41.5031
7666,7665.38,554.9962751,982.429218,115188.3601,63353.59803,94591.85519,4278.44977,2.551549793,0.005416799,1.468101912,32.62633574,44.30768019,0.3362,45.5894
7667,7666.43,555.0722982,946.4351193,117718.5946,64745.22702,94542.85685,4245.602091,2.551665765,0.005342458,1.417634787,32.19607271,43.62537747,0.3515,53.785
7668,7667.41,555.1432531,952.3244808,111651.9154,61408.55348,89998.59486,4046.366159,2.551380535,0.005525298,1.543683399,33.24381234,45.29223574,0.2976,52.4153
7669,7668.44,555.2178282,973.113383,116542.8448,64098.56465,95151.3119,4295.86406,2.551612388,0.005376674,1.440730252,32.39484524,43.9402066,0.2886,47.4386
7670,7669.48,555.2931273,977.2575678,139543.6217,76748.99191,114213.0777,5160.681375,2.55252024,0.004794718,1.078074371,28.82814662,38.38842645,0.2986,51.7304
7671,7670.45,555.3633582,961.972004,118753.7221,65314.54717,96286.08505,4337.465998,2.551712042,0.005312794,1.397794203,32.0227103,43.35132632,0.2998,55.5429
7672,7671.43,555.4343131,937.5196749,155856.7986,85721.23926,124439.3908,5577.977647,2.553028125,0.004469151,0.902293485,26.63883225,35.07992547,0.3229,55.1548
7673,7672.39,555.5038199,967.5609737,156558.8602,86107.3731,127365.9092,5743.945611,2.553048025,0.004456394,0.895788423,26.54983394,34.94698134,0.3038,48.0321
7674,7673.49,555.5834632,744.3617642,98306.85839,54068.77211,68139.53908,2921.596736,2.550653696,0.00599122,1.894775157,35.76445271,49.37829237,0.3361,55.7483
7675,7674.45,555.65297,718.6583293,158890.6035,87389.8319,107665.7029,4585.208367,2.553113085,0.004414689,0.874719758,26.25708356,34.51051938,0.3151,52.5066
7676,7676.01,555.7659187,960.9849451,98190.40028,54004.72015,79544.77986,3582.600385,2.550646648,0.005995739,1.898394387,35.78792481,49.41685539,0.3394,48.9225
7677,7676.5,555.8013961,946.5343897,117150.8679,64432.97737,94049.57523,4223.535787,2.551640101,0.00535891,1.428711217,32.29180362,43.77692102,0.2827,50.0411
7678,7677.48,555.872351,938.9474418,114063.7667,62735.07171,91128.32528,4086.011363,2.551496901,0.005450705,1.491474503,32.82061401,44.61676839,0.3245,50.5205
7679,7678.43,555.9411339,949.1634457,111249.7591,61187.3675,89452.14336,4019.222958,2.551360731,0.005537993,1.552676989,33.31526537,45.40657758,0.335,53.6481
7680,7679.41,556.0120888,937.9874807,113698.8486,62534.36672,90773.22733,4069.287709,2.551479554,0.005461824,1.499188521,32.88406699,44.7178553,0.3126,53.9677
7681,7680.46,556.0881119,975.2033327,115644.4651,63604.45582,94488.13471,4267.68618,2.551571005,0.005403202,1.458791389,32.54808174,44.18335858,0.3226,45.6579
7682,7681.43,556.1583428,897.6848121,134331.2185,73882.17019,104449.2705,4642.934316,2.552336933,0.004912223,1.146213103,29.5819827,39.54485634,0.3516,47.8952
7683,7682.42,556.2300217,859.656925,132264.6681,72745.56744,100183.3855,4416.336946,2.552260999,0.004960898,1.175181768,29.88898377,40.0183859,0.3641,44.7219
7684,7683.45,556.3045968,904.0893522,107401.5899,59070.87443,83859.64486,3732.800637,2.551165126,0.005663381,1.643213392,34.01234993,46.52658676,0.3097,48.4887
7685,7684.43,556.3755517,933.9221565,104927.9024,57710.34631,83534.22112,3741.637712,2.55103322,0.005747936,1.706026492,34.47376607,47.2724737,0.3369,56.0679
7686,7685.38,556.4443345,943.1784232,118501.1177,65175.61472,94893.53531,4258.521788,2.55170081,0.005319994,1.40259424,32.06487652,43.41793712,0.3961,52.986
7687,7686.35,556.5145654,928.0828074,108270.2555,59548.6405,85864.5733,3841.374859,2.551210273,0.00563444,1.622040843,33.85283545,46.26957016,0.3328,49.79
7688,7687.52,556.5992769,823.6661377,143146.8739,78730.78066,105605.1413,4617.15246,2.55264054,0.004717602,1.034722827,28.3233161,37.61896303,0.339,54.9721
7689,7688.39,556.6622674,805.6940674,260101.6968,143055.9333,189289.125,8240.802531,2.554966244,0.003226766,0.3956184,16.49754377,20.66428815,0.3492,57.4148
7690,7689.65,556.7534952,737.3640331,74696.54616,41083.10039,52040.92208,2227.286047,2.549792848,0.006543046,2.368193336,41.2032634,58.57833668,0.3048,54.2188
7691,7690.52,556.8164858,676.1438067,3293.53429,1811.443859,2140.759392,90.10499224,2.478961752,0.051947595,448.7908982,103.0146023,221.1683011,0.3654,48.6257
7692,7691.48,556.8859926,692.6987988,2051.455518,1128.300535,1355.266732,57.30982809,2.450490525,0.070198381,961.7030983,112.3890912,261.5295253,0.3245,52.2327
7693,7692.45,556.9562235,762.799851,4330.324668,2381.678568,3044.881073,131.1710775,2.491907986,0.043648727,288.8639223,97.59517102,200.5622514,0.3398,49.5845
7694,7693.47,557.0300745,721.1751217,1728.743335,950.8088341,1172.617279,49.97242272,2.43789693,0.078271199,1266.799667,115.7782952,277.8396555,0.3411,49.0366
7695,7694.46,557.1017535,758.8964898,2085.443641,1146.994003,1461.462669,62.89648195,2.451629026,0.069468573,936.5956834,112.0637039,260.0155194,0.3137,49.4019
7696,7695.45,557.1734324,827.4294199,2134.661949,1174.064072,1578.562506,69.07680398,2.453224926,0.06844556,902.075209,111.6017893,257.8812919,0.3074,46.3884
7697,7696.42,557.2436633,784.4914291,1996.598509,1098.12918,1428.508518,61.87226178,2.448586381,0.071418987,1004.596847,112.9258152,264.0462191,0.3115,54.1503
7698,7697.39,557.3138942,722.9185416,4066.194861,2236.407173,2761.749423,117.7498475,2.489127214,0.045431273,319.6654609,98.8414063,205.1429817,0.2808,51.3652
7699,7698.97,557.4282909,768.9303688,19855.65723,10920.61147,14026.74232,605.1933223,2.534149509,0.016570828,24.88623583,67.43979587,111.927705,0.294,57.9399
7700,7699.47,557.4644923,806.6662458,3144.376688,1729.407179,2288.619787,99.65942119,2.476537535,0.05350158,483.5569562,103.9323362,224.8416571,0.2594,53.1002
7701,7700.48,557.5376193,794.6326883,6369.212047,3503.066626,4592.534809,199.4068074,2.50672485,0.034150737,155.2132778,89.95490876,174.3385617,0.2653,49.4019
7702,7701.46,557.6085743,765.4216624,2691.881147,1480.534631,1895.885877,81.72726122,2.467868604,0.059058587,620.9863189,107.0090772,237.5765733,0.2637,53.4426
7703,7702.55,557.6874935,784.4154016,9132.433994,5022.838697,6531.288521,282.8810923,2.517636664,0.027155985,86.89146375,82.81913672,152.4065458,0.2706,56.319
7704,7703.97,557.7903057,700.7311598,1105.882353,608.2352941,735.5799262,31.17443163,2.39777256,0.103991949,2600.546472,124.6248541,325.6451064,0.2584,56.7071
7705,7704.45,557.8250591,689.8089139,1486.963595,817.8299771,978.704414,41.35292028,2.425618285,0.086142125,1614.523746,118.7616331,293.0644921,0.2993,55.8396
7706,7705.45,557.8974621,705.8369473,1410.895669,775.9926178,942.8863784,40.01614947,2.421054516,0.089067618,1756.948626,119.8014639,298.575588,0.2737,53.5567
