Hole Depth (ft),True Vertical Depth (ft),Rate Of Penetration (ft/hr),Rotary RPM (rpm),Rotary Torque (ft-klbf),Weight on Bit (klb),Differential Pressure (psi),Inclination (deg),Gamma (API),Bit Size (In),Mud Weight (Lb/galUS)
3000,3000.24,206.8,79.9,3.9,-4.8,85.02,0.8,39,17.5,10.8
3001,3001.26,244.6,80,3,-4.5,102.9,0.8,39,17.5,10.8
3002,3002.29,253.3,80.3,2.7,-4.9,92.47,0.8,45,17.5,10.8
3003,3003.35,269.5,80.1,3.9,-4.1,128.1,0.8,45,17.5,10.8
3004,3004.33,272.3,80.1,4.6,-3.7,112.34,0.8,45,17.5,10.8
3005,3005.29,269.7,80.3,3.5,-4.5,131.48,0.8,45,17.5,10.8
3006,3006.29,277.2,79.8,6.6,-4.6,126.77,0.8,52,17.5,10.8
3007,3007.23,262.7,80.2,2.6,-3.9,179.11,0.8,39,17.5,10.8
3008,3008.21,273,79.8,5.2,-3.8,156.43,0.8,39,17.5,10.8
3009,3009.19,267.9,80.1,4.5,-3,152.2,0.8,39,17.5,10.8
3010,3010.28,274.8,79.5,6.1,-4.1,129.84,0.8,39,17.5,10.8
3011,3011.25,271.8,80,4.1,-4.1,123.51,0.8,39,17.5,10.8
3012,3012.23,270.5,80.3,3.5,-3.8,161.74,0.8,45,17.5,10.8
3013,3013.33,278.1,80.3,5.7,-3.4,176.28,0.8,39,17.5,10.8
3014,3014.25,262.4,80.3,4.7,-4.2,112.02,0.8,52,17.5,10.8
3015,3015.23,272.7,80,4.5,-3.8,162.67,0.8,39,17.5,10.8
3016,3016.33,276.4,79.8,4,-4.7,146.55,0.8,45,17.5,10.8
3017,3017.32,263.8,80.3,3.6,-5.4,133.69,0.8,45,17.5,10.8
3018,3018.34,275.1,79.4,4.5,-5.4,114.86,0.8,45,17.5,10.8
3019,3019.28,270.3,79.7,5.7,-5.3,127.26,0.8,32,17.5,10.8
3020,3020.17,282.3,80.6,2.8,-3.9,141.15,0.8,30,17.5,10.8
3021,3021.25,287.9,80.2,3.7,-4,171.69,0.8,32,17.5,10.8
3022,3022.29,288.2,80.2,3.8,-4.2,167.29,0.8,32,17.5,10.8
3023,3023.24,300.4,80.4,3.8,-5.1,128.69,0.8,32,17.5,10.8
3024,3024.2,289.2,79.9,5.2,-1.6,163.03,0.8,32,17.5,10.8
3025,3025.22,283.7,79.6,10.9,4.3,400.77,0.8,58,17.5,10.8
3026,3026.3,275.8,79.7,8,4.8,409.66,0.8,56,17.5,10.8
3027,3027.31,285.3,80.3,4,-2,245.54,0.8,71,17.5,10.8
3028,3028.29,294.8,81,0.8,-3.1,161.15,0.8,55,17.5,10.8
3029,3029.26,292.3,79.8,5.4,-2.4,128.09,0.8,45,17.5,10.8
3030,3030.28,287.4,79.9,3.1,-2.4,180.52,0.8,45,17.5,10.8
3031,3031.33,291.5,80.2,3.7,-2.4,139.46,0.8,45,17.5,10.8
3032,3032.24,284.7,80,3.6,-4.2,163.23,0.8,45,17.5,10.8
3033,3033.18,294.3,80.2,3.8,-4.7,130.58,0.8,45,17.5,10.8
3034,3034.22,288.5,80.2,3,-5.3,103.26,0.8,45,17.5,10.8
3035,3035.28,300.5,80,2.3,-4.2,59.68,0.8,45,17.5,10.8
3036,3036.26,281.7,79.7,3.6,-4.8,95.74,0.8,45,17.5,10.8
3037,3037.25,297.5,79.9,4.9,-4.4,103.73,0.8,45,17.5,10.8
3038,3038.21,293.6,80.2,4.5,-2.5,103.4,0.8,45,17.5,10.8
3039,3039.29,288.9,79.8,7.7,0.5,183.7,0.8,45,17.5,10.8
3040,3040.35,297.4,80.4,3.2,-2,128.4,0.8,58,17.5,10.8
3041,3041.28,278.5,79.9,8.7,4.5,251.49,0.8,47,17.5,10.8
3042,3042.3,284.4,79.9,7,3.5,306.71,0.8,45,17.5,10.8
3043,3043.3,276.5,80.2,5.2,1,223.38,0.8,52,17.5,10.8
3044,3044.31,259,78.9,8.2,4.2,380.59,0.8,58,17.5,10.8
3045,3045.33,269,79.6,7.2,-2,118.62,0.8,53,17.5,10.8
3046,3046.29,289.5,79.7,5.1,-0.4,142.49,0.8,52,17.5,10.8
3047,3047.28,297.5,79.8,6.8,-0.1,171.19,0.8,52,17.5,10.8
3048,3048.22,281.4,79.6,6.5,-0.5,186.28,0.8,45,17.5,10.8
3049,3049.29,300.5,79.7,6.8,0.5,194.4,0.8,52,17.5,10.8
3050,3050.1,215.1,80,2.5,-2.8,-12.24,0.8,65,17.5,10.8
3051,3051.32,256.1,79.8,8.1,6.4,279.45,0.8,65,17.5,10.8
3052,3052.24,290.7,79.8,7,7.1,346.47,0.8,65,17.5,10.8
3053,3053.24,289,79.8,7.6,7.3,356.21,0.8,65,17.5,10.8
3054,3054.32,287.9,80.4,5.7,8,323.63,0.8,65,17.5,10.8
3055,3055.3,282.4,79.9,8.9,8.7,345.69,0.8,65,17.5,10.8
3056,3056.25,286.6,80,9.3,9.2,353.54,0.8,52,17.5,10.8
3057,3057.27,282.7,80,10.5,10,384.04,0.5,65,17.5,10.8
3058,3058.3,286.9,79.7,7.5,9.9,397.84,0.3,65,17.5,10.8
3059,3059.22,277.7,80.1,8.4,9.7,373.64,0.3,725,17.5,10.8
3060,3060.27,240.1,79.9,4.1,0.2,150.83,0.3,58,17.5,10.8
3061,3061.26,204.4,80.1,2.3,-0.6,46.94,0.3,45,17.5,10.8
3062,3062.26,200.7,79.8,3.3,-0.7,50.55,0.3,45,17.5,10.8
3063,3063.25,198.4,79.8,2.7,-0.2,21.64,0.3,45,17.5,10.8
3064,3064.25,204.7,80.2,1.9,0,9.66,0.3,45,17.5,10.8
3065,3065.29,214.1,80.3,2.3,-0.1,10.98,0.3,45,17.5,10.8
3066,3066.3,232.1,79.8,2.7,-0.7,7.34,0.3,45,17.5,10.8
3067,3067.28,230.9,80,2.7,-0.4,18.64,0.3,45,17.5,10.8
3068,3068.28,232.1,80,2.1,-0.2,15.48,0.3,45,17.5,10.8
3069,3069.24,229.1,80.1,2.7,0.4,17.05,0.3,45,17.5,10.8
3070,3070.23,233.6,80.1,3.2,0.6,31.99,0.3,45,17.5,10.8
3071,3071.26,231.1,79.8,6.5,5,189.43,0.3,45,17.5,10.8
3072,3072.31,230.3,80,6,7.3,261.28,0.3,54,17.5,10.8
3073,3073.3,230.4,79.9,8.3,8.2,276.65,0.3,65,17.5,10.8
3074,3074.29,230.7,79.5,9,8.7,280.21,0.3,59,17.5,10.8
3075,3075.33,227.4,79.8,6.2,3.7,187.18,0.3,58,17.5,10.8
3076,3076.32,231.4,80.7,1.8,2,109.49,0.3,-13,17.5,10.8
3077,3077.32,231.6,80.1,3.4,0.6,32.29,0.3,46,17.5,10.8
3078,3078.33,240.8,80.7,1.6,0.9,52.9,0.3,45,17.5,10.8
3079,3079.28,243.8,79.6,6.5,2.6,91.93,0.3,45,17.5,10.8
3080,3080.31,241.2,79.6,6,3.4,158.2,0.3,45,17.5,10.8
3081,3081.35,241.5,80,4.9,2,144.45,0.3,45,17.5,10.8
3082,3082.29,240.3,80,5.6,2.8,144.82,0.3,45,17.5,10.8
3083,3083.31,240.2,79.8,6.1,3.4,187.59,0.3,45,17.5,10.8
3084,3084.35,242.2,80.1,4.3,2.1,130.83,0.3,45,17.5,10.8
3085,3085.29,242.3,79.9,4.7,1.5,111.36,0.3,45,17.5,10.8
3086,3086.32,240.5,80,4.5,0.4,76.15,0.3,45,17.5,10.8
3087,3087.35,239.8,80.1,4,0.1,69.73,0.3,39,17.5,10.8
3088,3088.29,240.5,80.1,3.7,2.2,172.29,0.3,39,17.5,10.8
3089,3089.26,243.1,79.7,4.5,-0.8,42.82,0.3,45,17.5,10.8
3090,3090.28,238.8,79.7,4.4,-1.1,25.14,0.3,45,17.5,10.8
3091,3091.29,243.9,79.9,4.2,-1.1,25.87,0.3,45,17.5,10.8
3092,3092.3,240.9,80,3.7,-0.3,51.47,0.3,45,17.5,10.8
3093,3093.33,241.1,80.1,4.7,1.5,120.09,0.3,45,17.5,10.8
3094,3094.32,237.6,79.7,4.3,-0.2,64.71,0.3,45,17.5,10.8
3095,3095.3,243.7,79.7,3.6,-0.9,30,0.3,49,17.5,10.8
3096,3096.29,240,80,2.4,-1.3,34.45,0.3,58,17.5,10.8
3097,3097.34,243.8,79.9,2.8,-1.3,41.22,0.3,58,17.5,10.8
3098,3098.3,238.7,80.2,2.8,-0.6,44.41,0.3,58,17.5,10.8
3099,3099.25,244.8,80.1,3.9,-0.1,68.34,0.3,48,17.5,10.8
3100,3100.22,275.9,79.8,4.4,-0.9,45.24,0.3,45,17.5,10.8
3101,3101.19,295.1,79.7,4.5,-1,39.64,0.3,45,17.5,10.8
3102,3102.28,288.7,80,3.2,-1.6,57.08,0.3,45,17.5,10.8
3103,3103.36,288.7,80.4,2.5,-1,60.18,0.3,45,17.5,10.8
3104,3104.33,293.3,80.1,4.4,1.2,86.01,0.3,45,17.5,10.8
3105,3105.25,285.8,79.8,8.5,4.4,223.09,0.3,45,17.5,10.8
3106,3106.3,293.9,80.1,4.5,3.6,260.77,0.3,48,17.5,10.8
3107,3107.32,281.6,80.2,4.4,2.6,206.83,0.3,51,17.5,10.8
3108,3108.3,298.9,79.9,6,2.1,166.03,0.3,52,17.5,10.8
3109,3109.29,280.2,79.8,6.4,4.1,259.68,0.3,52,17.5,10.8
3110,3110.32,287.9,80.5,6.6,5.9,281.12,0.3,52,17.5,10.8
3111,3111.3,280.2,80.3,8.3,5.1,263.92,0.3,58,17.5,10.8
3112,3112.24,286.6,80.2,6.9,5,299.63,0.3,58,17.5,10.8
3113,3113.3,284.1,80.4,4.1,6.1,311.2,0.3,58,17.5,10.8
3114,3114.32,281.3,79.9,9.4,5.1,253.92,0.3,58,17.5,10.8
3115,3115.29,293.1,80.2,3.8,1.6,177.66,0.3,58,17.5,10.8
3116,3116.26,288.5,80.2,3.9,-0.1,65.87,0.3,58,17.5,10.8
3117,3117.25,291.7,79.7,5.2,-1,55.96,0.3,58,17.5,10.8
3118,3118.27,291.1,80.3,1.4,-0.5,59.78,0.3,58,17.5,10.8
3119,3119.22,290.6,79.5,5.1,-0.3,84.4,0.3,58,17.5,10.8
3120,3120.19,288.6,79.8,4.5,0.1,76.29,0.3,45,17.5,10.8
3121,3121.25,293.1,80.1,3.6,-0.4,75.39,0.3,45,17.5,10.8
3122,3122.29,290.9,80.2,4,0.3,101.59,0.3,45,17.5,10.8
3123,3123.28,292.5,80.2,5.2,0.4,96.97,0.3,45,17.5,10.8
3124,3124.23,293.6,80.1,3.6,0.3,104.39,0.3,45,17.5,10.8
3125,3125.22,285.4,80.3,3.8,1,113.63,0.3,45,17.5,10.8
3126,3126.24,295,79.6,4.9,0.5,108.75,0.3,45,17.5,10.8
3127,3127.19,284.6,80.3,5,0.5,104.34,0.3,45,17.5,10.8
3128,3128.25,296.3,79.9,4,-0.2,133.03,0.3,45,17.5,10.8
3129,3129.28,288.7,80.3,4.6,0.9,97.88,0.3,45,17.5,10.8
3130,3130.25,291.9,79.3,7.3,0.7,105.07,0.3,45,17.5,10.8
3131,3131.24,296.9,80.3,2.8,-1.6,79.33,0.3,45,17.5,10.8
3132,3132.28,293.3,79.8,4.9,0.2,98.14,0.3,45,17.5,10.8
3133,3133.3,276.4,79.9,5.3,-0.7,109.21,0.3,58,17.5,10.8
3134,3134.26,295.1,80,4.2,0.5,98.12,0.3,63,17.5,10.8
3135,3135.29,284.7,79.9,3.9,0,96.46,0.3,65,17.5,10.8
3136,3136.33,292,80.1,7.4,7.2,288.6,0.3,65,17.5,10.8
3137,3137.29,287.9,79.9,9.2,5.8,300.19,0.3,65,17.5,10.8
3138,3138.32,286.9,80,7.4,4.6,307.66,0.3,65,17.5,10.8
3139,3139.34,282.6,80.2,6.8,3.4,226.61,0.3,65,17.5,10.8
3140,3140.3,285.6,80,5.6,3.2,227.8,0.3,71,17.5,10.8
3141,3141.23,285.1,79.8,5.8,4,249.69,0.3,71,17.5,10.8
3142,3142.28,288.6,80,8.5,3.3,258.6,0.3,71,17.5,10.8
3143,3143.33,293.4,79.8,5.8,1.7,251.17,0.3,65,17.5,10.8
3144,3144.59,251.6,79.9,3.5,0.4,103.54,0.3,1357,17.5,10.8
3145,3145.38,155.6,80.3,3.1,3.2,89.54,0.3,52,17.5,10.8
3146,3146.34,293.2,79.7,8.8,9.1,355.89,0.3,52,17.5,10.8
3147,3147.3,282.7,79.6,9,7.5,335.82,0.3,52,17.5,10.8
3148,3148.33,284.1,80.3,6.7,8.1,416.24,0.3,52,17.5,10.8
3149,3149.35,286.9,79.2,10.2,9.9,409.33,0.3,52,17.5,10.8
3150,3150.32,285.1,79.5,10.3,9.1,401.75,0.3,52,17.5,10.8
3151,3151.25,259,79.4,8,8,416.68,0.3,-13,17.5,10.8
3152,3152.31,247.6,79.9,9.1,10,398.54,0.3,12,17.5,10.8
3153,3153.36,244.2,79.6,7.1,9.6,439.7,0.3,6,17.5,10.8
3154,3154.34,249.3,80.1,7.7,10.3,402.87,0.3,6,17.5,10.8
3155,3155.33,250.5,80,5.6,9.6,385.17,0.4,6,17.5,10.8
3156,3156.33,245.8,79.7,8.7,9.6,376.42,0.4,6,17.5,10.8
3157,3157.3,249.3,80,7,9.3,379.74,0.4,6,17.5,10.8
3158,3158.27,258.8,80.2,6.2,5.5,273.27,0.4,65,17.5,10.8
3159,3159.24,246.9,79.6,6.7,4.2,197.37,0.4,58,17.5,10.8
3160,3160.27,241.1,80,5.4,8,270.1,0.4,58,17.5,10.8
3161,3161.24,229.8,80.2,3.4,3.3,186.05,0.4,511,17.5,10.8
3162,3162.25,252,79.9,4.8,3.9,198.17,0.4,-13,17.5,10.8
3163,3163.27,250.3,79.8,4.1,3.3,150.88,0.4,-13,17.5,10.8
3164,3164.23,250.3,79.9,4.7,3.7,177.41,0.4,-13,17.5,10.8
3165,3165.19,252,79.8,5.3,3.6,149.1,0.4,-13,17.5,10.8
3166,3166.29,255.6,80,5.4,4.7,210.78,0.4,65,17.5,10.8
3167,3167.37,246.3,79.7,5.8,4.4,216.06,0.4,52,17.5,10.8
3168,3168.33,253.6,80.1,4.5,4.7,198.7,0.4,52,17.5,10.8
3169,3169.33,248.5,80.3,4.8,5.1,201.67,0.4,52,17.5,10.8
3170,3170.35,251.5,80.2,5.4,4.5,202.78,0.4,-999.25,17.5,10.8
3171,3171.32,250,80.3,4.2,3.1,181.31,0.4,-999.25,17.5,10.8
3172,3172.3,257.2,80,7.3,7.8,307.52,0.4,4,17.5,10.8
3173,3173.28,246.3,79.7,7.7,8.2,327.83,0.4,-13,17.5,10.8
3174,3174.4,103.3,79.9,7.3,13.9,364.37,0.4,-13,17.5,10.8
3175,3175.23,66.7,80.1,2.5,0.7,103.78,0.4,-999.25,17.5,10.8
3176,3176.27,153.8,79.8,4.5,1.1,132.61,0.4,-999.25,17.5,10.8
3177,3177.3,198.6,79.9,5.4,1.1,144.01,0.4,-999.25,17.5,10.8
3178,3178.27,200.8,80.1,4.6,1.4,149.5,0.4,-999.25,17.5,10.8
3179,3179.31,200,80.3,3.2,1.1,140.28,0.4,-999.25,17.5,10.8
3180,3180.31,204.1,79.9,3.7,0.5,127.07,0.4,-999.25,17.5,10.8
3181,3181.3,232.5,80,5.3,0.8,173.45,0.4,-999.25,17.5,10.8
3182,3182.32,253,80.1,4.9,0.5,191.63,0.4,-999.25,17.5,10.8
3183,3183.3,246.7,80,5.4,0.4,182.47,0.4,-999.25,17.5,10.8
3184,3184.27,248.9,79.7,4.4,0.6,175.39,0.4,-999.25,17.5,10.8
3185,3185.24,250,80.1,5.2,0.7,173.82,0.4,-999.25,17.5,10.8
3186,3186.23,255.6,80.1,4.7,0.8,215.11,0.4,-999.25,17.5,10.8
3187,3187.22,248.9,80.2,4.5,0.4,186.23,0.4,-999.25,17.5,10.8
3188,3188.24,255.7,80.3,6,2,203.9,0.4,-999.25,17.5,10.8
3189,3189.22,246.1,80.3,5.1,6.7,338.05,0.4,-999.25,17.5,10.8
3190,3190.31,252.3,80.1,4.2,5.3,303.55,0.4,-999.25,17.5,10.8
3191,3191.34,250.8,80.1,4.8,4.9,301.07,0.4,-999.25,17.5,10.8
3192,3192.33,246.3,80.3,6.4,5.1,296.07,0.4,-999.25,17.5,10.8
3193,3193.34,251.9,79.6,9.3,4.9,305.84,0.4,-999.25,17.5,10.8
3194,3194.29,245.6,79.7,8.3,5.7,322.02,0.4,-999.25,17.5,10.8
3195,3195.27,251.1,80.2,7.3,8,428.48,0.4,-999.25,17.5,10.8
3196,3196.22,244.4,79.8,7.8,4.9,353.92,0.4,-999.25,17.5,10.8
3197,3197.22,251.3,80.1,6.1,4.1,308.89,0.4,-999.25,17.5,10.8
3198,3198.23,253.5,80.2,5.8,5.4,297.08,0.4,-999.25,17.5,10.8
3199,3199.2,249.5,80.1,8.1,6.3,321.32,0.4,-999.25,17.5,10.8
3200,3200.28,249.8,79.8,8.2,6.3,326.1,0.4,-999.25,17.5,10.8
3201,3201.35,250.4,79.9,6.3,4.4,292.97,0.4,65,17.5,10.8
3202,3202.32,249.4,79.5,6.4,3.7,289.17,0.4,58,17.5,10.8
3203,3203.29,252.8,80,6.6,3.3,249.51,0.4,58,17.5,10.8
3204,3204.29,249.7,79.8,7.4,4.1,251.53,0.4,58,17.5,10.8
3205,3205.32,287.4,80.2,8.8,5,285.73,0.4,58,17.5,10.8
3206,3206.33,303.8,79.6,8.2,4.1,329.97,0.4,58,17.5,10.8
3207,3207.33,301.1,80,8.2,7.2,355.25,0.4,56,17.5,10.8
3208,3208.33,154.5,80.1,6.1,7.7,379.6,0.4,58,17.5,10.8
3209,3209.3,138.3,79.8,4.3,0.1,136.49,0.4,58,17.5,10.8
3210,3210.29,223,80.1,4.1,0.4,161.27,0.4,52,17.5,10.8
3211,3211.3,262.9,80,4.6,0.6,194.19,0.4,26,17.5,10.8
3212,3212.32,263.2,80,3.3,-0.1,186.27,0.4,52,17.5,10.8
3213,3213.35,256.6,80.4,3.3,0.9,153.53,0.4,52,17.5,10.8
3214,3214.27,255.8,79.7,5.4,3,230.6,0.4,52,17.5,10.8
3215,3215.22,265,79.6,5.7,0.4,175.71,0.4,52,17.5,10.8
3216,3216.21,277.7,80.2,4,0.3,191.97,0.4,58,17.5,10.8
3217,3217.24,286.2,80.3,3.9,0.4,171.85,0.4,45,17.5,10.8
3218,3218.24,276.3,79.8,4.8,0.5,196.66,0.4,45,17.5,10.8
3219,3219.25,281.5,80,5.5,2,221.06,0.4,45,17.5,10.8
3220,3220.23,271.1,80.3,4.6,1.7,222.12,0.4,45,17.5,10.8
3221,3221.24,283.1,80.3,4.2,1.7,201.31,0.4,45,17.5,10.8
3222,3222.29,282.1,80,6,1.5,181.55,0.4,45,17.5,10.8
3223,3223.3,277.7,79.9,4.2,1,202.78,0.4,32,17.5,10.8
3224,3224.32,286.1,80.3,4,1,170.88,0.4,32,17.5,10.8
3225,3225.25,280.3,79.5,6.4,1.4,168.2,0.4,39,17.5,10.8
3226,3226.25,277.8,80.3,4.1,2.8,255.43,0.4,39,17.5,10.8
3227,3227.33,277,79.7,6.2,1.2,267.69,0.4,39,17.5,10.8
3228,3228.33,281.6,80,5.4,0.7,220.25,0.4,39,17.5,10.8
3229,3229.25,278.9,80.5,3.4,0.3,223.61,0.4,39,17.5,10.8
3230,3230.25,275.8,80.3,3.6,1.1,189.07,0.4,39,17.5,10.8
3231,3231.27,287.5,79.7,7.8,1,193.12,0.4,52,17.5,10.8
3232,3232.29,280.5,79.6,7.2,0.6,195.3,0.4,52,17.5,10.8
3233,3233.29,279.1,79.8,5.4,0.6,183.05,0.4,52,17.5,10.8
3234,3234.3,283.2,79.9,5.8,1.2,184.6,0.4,52,17.5,10.8
3235,3235.29,277,80.3,3.7,1.6,231.92,0.4,52,17.5,10.8
3236,3236.23,282.5,79.9,6.8,1,221.19,0.4,52,17.5,10.8
3237,3237.23,276.7,80,7.5,1.7,245.21,0.4,52,17.5,10.8
3238,3238.23,277.8,80,5.8,3.5,343.51,0.4,45,17.5,10.8
3239,3239.58,252,80.1,3.6,-0.4,117.2,0.4,52,17.5,10.8
3240,3240.26,121.3,79.6,4.7,0.4,141.24,0.4,45,17.5,10.8
3241,3241.27,282,79.9,6.3,2.3,229.61,0.4,45,17.5,10.8
3242,3242.27,286.1,80.1,6.5,2.2,221.38,0.4,45,17.5,10.8
3243,3243.29,279.1,80,5.1,2.3,204.76,0.4,45,17.5,10.8
3244,3244.29,284.9,80,5.1,1.3,241.27,0.4,45,17.5,10.8
3245,3245.29,278.4,80.2,4.6,0.9,260.11,0.4,45,17.5,10.8
3246,3246.25,285.6,80.2,4.3,0.4,230.16,0.4,58,17.5,10.8
3247,3247.26,283.2,79.7,7.4,1,234.56,0.4,56,17.5,10.8
3248,3248.29,272.9,80,4.9,1.2,248.01,0.4,57,17.5,10.8
3249,3249.34,283.1,80.1,6.2,1.1,235.33,0.4,58,17.5,10.8
3250,3250.32,280.7,79.8,6.5,0.5,229.4,0.4,58,17.5,10.8
3251,3251.3,279,80,4.3,0.9,214.07,0.4,52,17.5,10.8
3252,3252.36,272.6,79.7,6.4,1.8,275.94,0.4,57,17.5,10.8
3253,3253.29,294.7,79.9,4.7,0.8,280.38,0.4,52,17.5,10.8
3254,3254.3,279.4,79.9,4.5,1,217.21,0.4,52,17.5,10.8
3255,3255.28,279.3,80.3,3,1,207.35,0.4,52,17.5,10.8
3256,3256.23,277,79.7,6.6,1.1,254.45,0.4,39,17.5,10.8
3257,3257.29,273.3,79.8,5.3,1.5,266.71,0.4,45,17.5,10.8
3258,3258.29,275,80.1,5.7,0.8,249.24,0.4,39,17.5,10.8
3259,3259.23,279,79.7,5.3,0.8,208.95,0.4,39,17.5,10.8
3260,3260.22,283.2,79.9,4.9,1.1,206.35,0.4,45,17.5,10.8
3261,3261.31,282.8,80.2,7.7,6.6,348.64,0.4,45,17.5,10.8
3262,3262.31,282.7,79.8,8.2,8,376.99,0.4,65,17.5,10.8
3263,3263.23,275,80.3,7.7,9.1,403.42,0.4,61,17.5,10.8
3264,3264.25,282.1,79.9,8.6,9.2,413.6,0.4,58,17.5,10.8
3265,3265.23,269.1,79.8,9,10.5,445.29,0.4,58,17.5,10.8
3266,3266.27,280.9,79.9,8.4,9.4,416.72,0.4,58,17.5,10.8
3267,3267.34,273.5,80,7.2,7.3,387.44,0.4,1004,17.5,10.8
3268,3268.57,213.9,80,3.7,1.5,184.38,0.4,52,17.5,10.8
3269,3269.16,91.8,79.7,6,3.2,200.83,0.4,52,17.5,10.8
3270,3270.26,261.8,80.1,7.2,6.3,336.71,0.4,71,17.5,10.8
3271,3271.29,278.8,79.8,8.2,4.7,290.88,0.4,71,17.5,10.8
3272,3272.29,279.5,80,9.2,7.9,431.78,0.4,45,17.5,10.8
3273,3273.27,263.4,80.1,9.2,8.2,454.15,0.4,45,17.5,10.8
3274,3274.27,269.6,79.9,8.5,7.9,445.3,0.4,45,17.5,10.8
3275,3275.26,275.5,79.7,10.7,8,438.35,0.4,45,17.5,10.8
3276,3276.27,276,80.5,3.9,2.4,324.54,0.4,65,17.5,10.8
3277,3277.28,286,80,4.6,-0.2,190.92,0.4,54,17.5,10.8
3278,3278.28,282.6,79.8,4.3,0,191.99,0.4,52,17.5,10.8
3279,3279.24,276.7,79.9,4.8,2.5,278.32,0.4,45,17.5,10.8
3280,3280.28,287.7,79.9,5.8,1.2,226.06,0.4,49,17.5,10.8
3281,3281.33,276.2,80.3,5.8,3.1,311.41,0.4,52,17.5,10.8
3282,3282.32,279.9,80.1,6.2,3.2,327.75,0.4,1107,17.5,10.8
3283,3283.34,285.7,80.1,7.1,3.4,326.95,0.4,1107,17.5,10.8
3284,3284.33,278.4,79.9,6.1,0.5,222.26,0.4,1107,17.5,10.8
3285,3285.31,276.9,79.7,4.3,-0.6,197.19,0.4,1107,17.5,10.8
3286,3286.28,285.1,80,5,-1,191.94,0.4,1107,17.5,10.8
3287,3287.33,287,79.9,4.4,-0.9,180.07,0.4,1107,17.5,10.8
3288,3288.26,272.7,79.9,5,-0.5,193.05,0.4,146,17.5,10.8
3289,3289.28,288.6,79.7,7.5,1,240.59,0.4,32,17.5,10.8
3290,3290.3,281.1,79.8,6.9,2.6,314.26,0.4,32,17.5,10.8
3291,3291.26,278.2,79.7,7.9,3.9,379.42,0.4,32,17.5,10.8
3292,3292.31,284.4,79.9,7.5,2.3,361.57,0.4,32,17.5,10.8
3293,3293.34,278.2,79.9,7.9,2.9,322.24,0.4,32,17.5,10.8
3294,3294.3,276.7,79.7,10.5,6.8,410.18,0.4,32,17.5,10.8
3295,3295.22,267.1,80,7.9,5.5,444.16,0.4,46,17.5,10.8
3296,3296.26,271.5,79.7,9.4,4.7,390.57,0.4,46,17.5,10.8
3297,3297.26,277.3,80.4,6,4.8,389.03,0.4,38,17.5,10.8
3298,3298.23,268.2,80,9.7,7,445.67,0.4,41,17.5,10.8
3299,3299.31,268.2,80,8.8,8.4,462.43,0.4,-999.25,17.5,10.8
3300,3300.29,266.5,80,6.7,4.2,424.59,0.4,39,17.5,10.8
3301,3301.26,269.3,79.9,8,6.9,454.47,0.4,45,17.5,10.8
3302,3302.31,276,79.9,10.2,7.5,444.67,0.4,35,17.5,10.8
3303,3303.28,269.6,79.7,9.3,8.4,462.55,0.4,45,17.5,10.8
3304,3304.28,278.9,79.9,8.5,6.2,441.18,0.4,39,17.5,10.8
3305,3305.29,282.6,79.8,5.6,0.2,292.75,0.4,36,17.5,10.8
3306,3306.3,283.4,80.4,4.8,1,227.51,0.4,39,17.5,10.8
3307,3307.3,275.2,79.8,6.8,2.3,270.55,0.4,39,17.5,10.8
3308,3308.29,275.7,79.9,8.7,7.7,422.91,0.4,1088,17.5,10.8
3309,3309.3,281.7,79.7,10.6,8.1,420.73,0.4,505,17.5,10.8
3310,3310.28,272.9,79.9,9.7,8.5,459.84,0.4,-13,17.5,10.8
3311,3311.21,270.1,80.5,5.3,4.3,415.8,0.4,-999.25,17.5,10.8
3312,3312.23,283.2,80,4.9,-0.7,192.39,0.4,-999.25,17.5,10.8
3313,3313.28,286.3,80,6.2,2.1,237.98,0.4,-999.25,17.5,10.8
3314,3314.28,280.9,79.6,8.7,6,388.78,0.4,-999.25,17.5,10.8
3315,3315.65,167.6,79.9,7.4,10.7,414.24,0.4,-999.25,17.5,10.8
3316,3316.33,51.9,79.9,8.1,11.4,407.54,0.4,-999.25,17.5,10.8
3317,3317.34,66.7,79.9,8.8,13.9,481,0.4,-999.25,17.5,10.8
3318,3318.21,90.1,80.1,4.7,0.3,241.97,0.4,-999.25,17.5,10.8
3319,3319.29,195.8,80.4,2.6,-0.9,117.24,0.4,-999.25,17.5,10.8
3320,3320.3,201.1,80.2,3.4,-1,110,0.4,-999.25,17.5,10.8
3321,3321.3,202.6,79.8,4,-1.6,104.77,0.4,-999.25,17.5,10.8
3322,3322.35,200.8,79.8,3.5,-2.1,87.32,0.4,-999.25,17.5,10.8
3323,3323.33,200.9,79.5,4.5,-1.3,46.37,0.4,-999.25,17.5,10.8
3324,3324.28,181.3,79.7,9.5,8.9,373.66,0.4,-999.25,17.5,10.8
3325,3325.3,184.5,80.2,3.5,0,-13.56,0.4,-999.25,17.5,10.8
3326,3326.26,197.4,79.9,3.6,-1.2,-70.49,0.4,-999.25,17.5,10.8
3327,3327.25,202.2,79.8,4.2,-1.7,-58.69,0.4,-999.25,17.5,10.8
3328,3328.31,202.7,80.3,2.9,-0.7,-40.65,0.4,-999.25,17.5,10.8
3329,3329.32,202.4,79.8,4.4,-0.7,-38.35,0.4,-999.25,17.5,10.8
3330,3330.31,198.9,79.9,5.6,0.1,-5.37,0.4,-999.25,17.5,10.8
